Date,Adj Close**,SPRTRN,RF
14-Oct-22,"3,583.07",0.026135557,4.01
17-Oct-22,"3,677.95",0.01136276,4.02
18-Oct-22,"3,719.98",-0.006694437,4
19-Oct-22,"3,695.16",-0.007982719,4.13
20-Oct-22,"3,665.78",0.023447768,4.23
21-Oct-22,"3,752.75",0.011811917,4.21
24-Oct-22,"3,797.34",0.016135765,4.23
25-Oct-22,"3,859.11",-0.007415138,4.11
26-Oct-22,"3,830.60",-0.006101172,4.02
27-Oct-22,"3,807.30",0.024328035,3.94
28-Oct-22,"3,901.06",-0.007482307,4.01
31-Oct-22,"3,871.98",-0.004109694,4.08
1-Nov-22,"3,856.10",-0.025319803,4.05
2-Nov-22,"3,759.69",-0.010642409,4.06
3-Nov-22,"3,719.89",0.013526781,4.12
4-Nov-22,"3,770.55",0.009568062,4.16
7-Nov-22,"3,806.80",0.005582268,4.21
8-Nov-22,"3,828.11",-0.020996775,4.13
9-Nov-22,"3,748.57",0.053952504,4.15
10-Nov-22,"3,956.37",0.009198359,3.83
11-Nov-22,"3,992.93",-0.008975958,3.81
14-Nov-22,"3,957.25",0.008675381,3.87
15-Nov-22,"3,991.73",-0.008286298,3.8
16-Nov-22,"3,958.79",-0.00309411,3.69
17-Nov-22,"3,946.56",0.004747288,3.78
18-Nov-22,"3,965.34",-0.003891213,3.82
21-Nov-22,"3,949.94",0.013488572,3.83
22-Nov-22,"4,003.58",0.005897283,3.76
23-Nov-22,"4,027.26",-0.000283111,3.71
25-Nov-22,"4,026.12",-0.015564653,3.69
28-Nov-22,"3,963.94",-0.001593119,3.7
29-Nov-22,"3,957.63",0.030478588,3.75
30-Nov-22,"4,080.11",-0.000868,3.7
1-Dec-22,"4,076.57",-0.001195346,3.53
2-Dec-22,"4,071.70",-0.018056284,3.51
5-Dec-22,"3,998.84",-0.01450385,3.6
6-Dec-22,"3,941.26",-0.001864085,3.51
7-Dec-22,"3,933.92",0.007493612,3.41
8-Dec-22,"3,963.51",-0.007376687,3.49
9-Dec-22,"3,934.38",0.014178263,3.57
12-Dec-22,"3,990.56",0.007263262,3.61
13-Dec-22,"4,019.65",-0.006071158,3.5
14-Dec-22,"3,995.32",-0.025237461,3.5
15-Dec-22,"3,895.75",-0.011200268,3.45
16-Dec-22,"3,852.36",-0.009048278,3.48
19-Dec-22,"3,817.66",0.001036747,3.58
20-Dec-22,"3,821.62",0.014758594,3.68
21-Dec-22,"3,878.44",-0.01455713,3.68
22-Dec-22,"3,822.39",0.005850906,3.67
23-Dec-22,"3,844.82",-0.004057826,3.75
27-Dec-22,"3,829.25",-0.012093463,3.86
28-Dec-22,"3,783.22",0.017310619,3.89
29-Dec-22,"3,849.28",-0.002543968,3.84
30-Dec-22,"3,839.50",-0.004008544,3.88
3-Jan-23,"3,824.14",0.007510674,3.79
4-Jan-23,"3,852.97",-0.011713902,3.71
5-Jan-23,"3,808.10",0.022583841,3.72
6-Jan-23,"3,895.08",-0.00076793,3.57
9-Jan-23,"3,892.09",0.006954021,3.52
10-Jan-23,"3,919.25",0.012767544,3.62
11-Jan-23,"3,969.61",0.003410132,3.55
12-Jan-23,"3,983.17",0.003988851,3.45
13-Jan-23,"3,999.09",-0.002032526,3.51
17-Jan-23,"3,990.97",-0.015685002,3.54
18-Jan-23,"3,928.86",-0.00766767,3.38
19-Jan-23,"3,898.85",0.018741672,3.4
20-Jan-23,"3,972.61",0.011811328,3.48
23-Jan-23,"4,019.81",-0.00071173,3.53
24-Jan-23,"4,016.95",-0.000181746,3.47
25-Jan-23,"4,016.22",0.010947718,3.46
26-Jan-23,"4,060.43",0.002491703,3.49
27-Jan-23,"4,070.56",-0.01305356,3.52
30-Jan-23,"4,017.77",0.014536285,3.55
31-Jan-23,"4,076.60",0.01039809,3.53
1-Feb-23,"4,119.21",0.014592431,3.4
2-Feb-23,"4,179.76",-0.010408644,3.4
3-Feb-23,"4,136.48",-0.006159417,3.53
6-Feb-23,"4,111.08",0.012790383,3.63
7-Feb-23,"4,164.00",-0.01114254,3.67
8-Feb-23,"4,117.86",-0.008869043,3.65
9-Feb-23,"4,081.50",0.002192865,3.68
10-Feb-23,"4,090.46",0.011383551,3.74
13-Feb-23,"4,137.29",-0.000280416,3.72
14-Feb-23,"4,136.13",0.002769286,3.76
15-Feb-23,"4,147.60",-0.013884644,3.81
16-Feb-23,"4,090.41",-0.002771285,3.84
17-Feb-23,"4,079.09",-0.020244784,3.83
21-Feb-23,"3,997.34",-0.001574786,3.96
22-Feb-23,"3,991.05",0.005315273,3.92
23-Feb-23,"4,012.32",-0.010593457,3.88
24-Feb-23,"3,970.04",0.003068305,3.95
27-Feb-23,"3,982.24",-0.003040598,3.92
28-Feb-23,"3,970.15",-0.004736462,3.92
1-Mar-23,"3,951.39",0.007553542,3.99
2-Mar-23,"3,981.35",0.0160188,4.07
3-Mar-23,"4,045.64",0.000686924,3.96
6-Mar-23,"4,048.42",-0.015445639,3.98
7-Mar-23,"3,986.37",0.001413821,3.98
8-Mar-23,"3,992.01",-0.018631873,3.98
9-Mar-23,"3,918.32",-0.014583975,3.93
10-Mar-23,"3,861.59",-0.001510882,3.7
13-Mar-23,"3,855.76",0.016342381,3.52
14-Mar-23,"3,919.29",-0.007005336,3.64
15-Mar-23,"3,891.93",0.017409551,3.49
16-Mar-23,"3,960.28",-0.011080586,3.59
17-Mar-23,"3,916.64",0.008878825,3.4
20-Mar-23,"3,951.57",0.012898636,3.48
21-Mar-23,"4,002.87",-0.016600212,3.61
22-Mar-23,"3,936.97",0.002980084,3.5
23-Mar-23,"3,948.72",0.005623958,3.41
24-Mar-23,"3,970.99",0.00164559,3.38
27-Mar-23,"3,977.53",-0.001575081,3.53
28-Mar-23,"3,971.27",0.014136861,3.56
29-Mar-23,"4,027.81",0.005698994,3.57
30-Mar-23,"4,050.83",0.014333333,3.55
31-Mar-23,"4,109.31",0.003692094,3.49
3-Apr-23,"4,124.51",-0.00581392,3.43
4-Apr-23,"4,100.60",-0.002495429,3.34
5-Apr-23,"4,090.38",0.00357274,3.29
6-Apr-23,"4,105.02",0.000995845,3.29
10-Apr-23,"4,109.11",-4.13723E-05,3.42
11-Apr-23,"4,108.94",-0.004143459,3.43
12-Apr-23,"4,091.95",0.013175447,3.42
13-Apr-23,"4,146.22",-0.002071499,3.45
14-Apr-23,"4,137.64",0.003300779,3.52
17-Apr-23,"4,151.32",0.000854784,3.59
18-Apr-23,"4,154.87",-8.4242E-05,3.57
19-Apr-23,"4,154.52",-0.00597034,3.6
20-Apr-23,"4,129.79",0.000902786,3.55
21-Apr-23,"4,133.52",0.000851212,3.57
24-Apr-23,"4,137.04",-0.015937146,3.52
25-Apr-23,"4,071.63",-0.00384861,3.4
26-Apr-23,"4,055.99",0.019377167,3.43
27-Apr-23,"4,135.35",0.00821936,3.53
28-Apr-23,"4,169.48",-0.000386214,3.45
1-May-23,"4,167.87",-0.011653898,3.57
2-May-23,"4,119.58",-0.007022889,3.44
3-May-23,"4,090.75",-0.007244906,3.4
4-May-23,"4,061.22",0.018306159,3.35
5-May-23,"4,136.25",0.000451998,3.45
8-May-23,"4,138.12",-0.004589892,3.52
9-May-23,"4,119.17",0.00447389,3.52
10-May-23,"4,137.64",-0.00169806,3.44
11-May-23,"4,130.62",-0.001584552,3.4
12-May-23,"4,124.08",0.002953869,3.46
15-May-23,"4,136.28",-0.006398136,3.51
16-May-23,"4,109.90",0.01182066,3.55
17-May-23,"4,158.77",0.009400774,3.58
18-May-23,"4,198.05",-0.001446956,3.65
19-May-23,"4,191.98",0.000155046,3.69
22-May-23,"4,192.63",-0.011285516,3.72
23-May-23,"4,145.58",-0.007345551,3.7
24-May-23,"4,115.24",0.008719565,3.72
25-May-23,"4,151.28",0.012964583,3.81
26-May-23,"4,205.45",1.66449E-05,3.81
30-May-23,"4,205.52",-0.006127372,3.7
31-May-23,"4,179.83",0.009806229,3.64
1-Jun-23,"4,221.02",#NUM!,3.61
